id,entry_date,exit_date,entry_price,call_strike,put_strike,zone_width_pct,premium,exit_price,max_price,min_price,max_breach_pct,gross_pnl,net_pnl,pnl_rs,outcome,zone_held,signals,iv,atr,config,lots
23,2025-05-26 00:00:00,2025-06-02 00:00:00,55572.0,57100,54100,5.4,318.71,55903.3984375,55966.3,55037.85,0.0,291.21,287.21,12444.45,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2124,743.6,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
24,2025-06-20 00:00:00,2025-06-27 00:00:00,56252.85,57400,55100,4.09,267.68,57443.8984375,57475.4,55779.25,0.13,-19.55,-23.55,-1539.75,loss,False,"BB_SQ,ATR_C,RSI_M",0.1663,589.41,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
25,2025-07-07 00:00:00,2025-07-14 00:00:00,56949.2,58000,55900,3.69,214.25,56765.3515625,57363.7,56594.25,0.0,200.81,196.81,8376.45,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.1427,511.95,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
26,2025-08-21 00:00:00,2025-08-29 00:00:00,55755.45,56700,54800,3.41,212.13,53655.6484375,55745.0,53606.45,2.14,-914.59,-666.6666666666666,-30000.0,stopped_out,False,"BB_SQ,ATR_C,CHOP,RSI_M",0.1363,478.72,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
27,2025-09-08 00:00:00,2025-09-15 00:00:00,54186.9,55200,53200,3.69,202.4,54887.8515625,55018.7,54079.45,0.0,108.32,104.32,4214.4,max_profit,True,"BB_SQ,ATR_C",0.1425,486.56,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
28,2025-09-23 00:00:00,2025-09-30 00:00:00,55509.75,56300,54700,2.88,174.89,54635.8515625,55511.1,54226.6,0.85,-14.3,-18.3,-1303.5,loss,False,"BB_SQ,ATR_C",0.1142,399.24,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
29,2025-11-25 00:00:00,2025-12-02 00:00:00,58820.3,59800,57800,3.4,202.63,59273.80078125,60114.3,58783.05,0.53,156.73,152.73,6392.85,partial,False,"BB_SQ,ATR_C,ADX_L",0.131,485.28,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
30,2025-12-19 00:00:00,2025-12-29 00:00:00,59069.2,60100,58100,3.39,211.39,58932.3515625,59478.15,58809.55,0.0,197.86,193.86,8243.7,max_profit,True,"BB_SQ,ATR_C,CHOP,ADX_L",0.1329,494.37,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
31,2026-01-12 00:00:00,2026-01-20 00:00:00,59450.5,60300,58600,2.86,199.9,59404.19921875,60235.15,59283.95,0.0,187.97,183.97,7798.65,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1166,436.76,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
32,2026-02-23 00:00:00,2026-03-02 00:00:00,61264.25,62500,60100,3.92,264.34,59839.6484375,61435.65,59148.0,1.55,-122.09,-126.09,-6154.05,loss,False,"BB_SQ,ATR_C,ADX_L",0.1562,602.9,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
0,2023-05-25 00:00:00,2023-06-01 00:00:00,43681.4,44600,42800,4.12,193.22,43790.19921875,44498.6,43588.8,0.0,180.82,176.82,12461.5,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.1627,447.65,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
1,2023-06-09 00:00:00,2023-06-16 00:00:00,43989.0,44700,43300,3.18,174.03,43938.1484375,44212.35,43397.5,0.0,162.57,158.57,11092.75,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1328,367.94,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
2,2023-06-26 00:00:00,2023-07-04 00:00:00,43641.05,44400,42900,3.44,166.46,45301.44921875,45655.5,43693.15,2.88,-752.61,-400.0,-30000.0,stopped_out,False,"BB_SQ,ATR_C",0.1373,377.59,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
3,2023-08-17 00:00:00,2023-08-24 00:00:00,43891.35,44800,42900,4.33,204.21,44496.19921875,44949.9,43672.45,0.34,114.12,110.12,7459.0,partial,False,"BB_SQ,ATR_C",0.1704,471.02,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
4,2023-09-01 00:00:00,2023-09-08 00:00:00,44436.1,45300,43600,3.83,200.84,45156.3984375,45383.35,44207.25,0.19,69.5,65.5,4112.5,partial,False,"BB_SQ,ATR_C,RSI_M",0.1566,438.31,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
5,2023-10-06 00:00:00,2023-10-13 00:00:00,44360.6,45300,43400,4.28,189.03,44287.94921875,44710.55,43796.75,0.0,179.7,175.7,12377.5,max_profit,True,"BB_SQ,ATR_C",0.1642,458.74,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
6,2023-11-13 00:00:00,2023-11-21 00:00:00,43891.25,44800,43000,4.1,217.74,43689.1484375,44420.95,43450.05,0.0,198.86,194.86,13814.5,max_profit,True,"BB_SQ,ATR_C",0.1694,468.29,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
7,2024-01-12 00:00:00,2024-01-19 00:00:00,47709.8,48700,46700,4.19,225.16,45701.1484375,48305.4,45430.7,2.66,-762.84,-400.0,-30000.0,stopped_out,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1683,505.82,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
8,2024-02-26 00:00:00,2024-03-04 00:00:00,46576.5,48000,45100,6.23,326.04,47456.1015625,47529.6,45661.75,0.0,204.94,200.94,14270.5,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.25,733.58,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
9,2024-03-14 00:00:00,2024-03-21 00:00:00,46789.95,48100,45500,5.56,262.83,46684.8984375,46990.25,45828.8,0.0,249.12,245.12,17584.0,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2146,632.64,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
10,2024-04-15 00:00:00,2024-04-23 00:00:00,47773.25,48700,46800,3.98,211.1,47970.44921875,48302.7,46579.05,0.46,190.62,186.62,13196.5,partial,False,"BB_SQ,ATR_C",0.1587,477.47,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
11,2024-05-21 00:00:00,2024-05-28 00:00:00,48048.2,49200,46900,4.79,267.29,49142.1484375,49688.85,47435.25,1.02,32.53,28.53,1339.75,partial,False,"BB_SQ,ATR_C,ADX_L",0.1947,589.29,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
12,2024-07-01 00:00:00,2024-07-08 00:00:00,52574.75,53900,51200,5.14,285.88,52425.80078125,53357.7,51996.65,0.0,270.23,266.23,19167.25,max_profit,True,"BB_SQ,ATR_C",0.2015,667.3,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
13,2024-07-16 00:00:00,2024-07-24 00:00:00,52396.8,53600,51200,4.58,266.15,51317.0,52782.75,50784.25,0.79,78.66,74.66,4799.5,partial,False,"BB_SQ,ATR_C,CHOP,RSI_M",0.183,604.06,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
14,2024-08-19 00:00:00,2024-08-26 00:00:00,50368.35,51700,49000,5.36,293.18,51148.1015625,51317.85,50333.35,0.0,194.75,190.75,13506.25,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2124,673.84,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
15,2024-09-03 00:00:00,2024-09-10 00:00:00,51689.1,52500,50800,3.29,191.34,51272.30078125,51636.75,50369.4,0.83,159.94,155.94,10895.5,partial,False,"BB_SQ,ATR_C",0.1315,428.3,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
16,2024-11-11 00:00:00,2024-11-19 00:00:00,51876.75,53300,50400,5.59,317.28,50626.5,52169.05,49904.4,0.96,125.52,121.52,8314.0,partial,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2221,725.92,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
17,2024-12-03 00:00:00,2024-12-10 00:00:00,52695.75,54200,51200,5.69,345.73,53577.69921875,53888.3,52685.15,0.0,232.4,228.4,16330.0,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2309,766.36,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
18,2024-12-18 00:00:00,2024-12-26 00:00:00,52139.55,53400,50900,4.79,293.37,51170.69921875,51789.85,50609.35,0.56,147.52,143.52,9964.0,partial,False,"BB_SQ,ATR_C,RSI_M",0.1958,643.07,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
19,2025-01-30 00:00:00,2025-02-06 00:00:00,49311.95,50800,47800,6.08,324.76,50382.1015625,50553.35,48906.05,0.0,162.21,158.21,11065.75,max_profit,True,"BB_SQ,ATR_C,CHOP,RSI_M",0.2409,748.24,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
20,2025-02-14 00:00:00,2025-02-21 00:00:00,49099.45,50400,47800,5.3,312.01,48981.19921875,49628.25,48525.6,0.0,292.12,288.12,20809.0,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2181,674.7,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
21,2025-03-06 00:00:00,2025-03-13 00:00:00,48627.7,49800,47400,4.94,249.29,48060.3984375,48709.05,47702.9,0.0,207.49,203.49,14461.75,max_profit,True,"BB_SQ,ATR_C",0.1922,588.67,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
22,2025-05-09 00:00:00,2025-05-16 00:00:00,53595.25,55200,52000,5.97,373.67,55354.8984375,55499.65,54442.3,0.56,-77.9,-81.9,-6942.5,loss,False,"BB_SQ,ATR_C,RSI_M",0.2434,821.66,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
23,2025-05-26 00:00:00,2025-06-02 00:00:00,55572.0,57100,54100,5.4,318.71,55903.3984375,55966.3,55037.85,0.0,291.21,287.21,20740.75,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2124,743.6,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
24,2025-06-20 00:00:00,2025-06-27 00:00:00,56252.85,57400,55100,4.09,267.68,57443.8984375,57475.4,55779.25,0.13,-19.55,-23.55,-2566.25,loss,False,"BB_SQ,ATR_C,RSI_M",0.1663,589.41,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
25,2025-07-07 00:00:00,2025-07-14 00:00:00,56949.2,58000,55900,3.69,214.25,56765.3515625,57363.7,56594.25,0.0,200.81,196.81,13960.75,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.1427,511.95,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
26,2025-08-21 00:00:00,2025-08-29 00:00:00,55755.45,56700,54800,3.41,212.13,53655.6484375,55745.0,53606.45,2.14,-914.59,-400.0,-30000.0,stopped_out,False,"BB_SQ,ATR_C,CHOP,RSI_M",0.1363,478.72,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
27,2025-09-08 00:00:00,2025-09-15 00:00:00,54186.9,55200,53200,3.69,202.4,54887.8515625,55018.7,54079.45,0.0,108.32,104.32,7024.0,max_profit,True,"BB_SQ,ATR_C",0.1425,486.56,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
28,2025-09-23 00:00:00,2025-09-30 00:00:00,55509.75,56300,54700,2.88,174.89,54635.8515625,55511.1,54226.6,0.85,-14.3,-18.3,-2172.5,loss,False,"BB_SQ,ATR_C",0.1142,399.24,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
29,2025-11-25 00:00:00,2025-12-02 00:00:00,58820.3,59800,57800,3.4,202.63,59273.80078125,60114.3,58783.05,0.53,156.73,152.73,10654.75,partial,False,"BB_SQ,ATR_C,ADX_L",0.131,485.28,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
30,2025-12-19 00:00:00,2025-12-29 00:00:00,59069.2,60100,58100,3.39,211.39,58932.3515625,59478.15,58809.55,0.0,197.86,193.86,13739.5,max_profit,True,"BB_SQ,ATR_C,CHOP,ADX_L",0.1329,494.37,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
31,2026-01-12 00:00:00,2026-01-20 00:00:00,59450.5,60300,58600,2.86,199.9,59404.19921875,60235.15,59283.95,0.0,187.97,183.97,12997.75,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1166,436.76,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
32,2026-02-23 00:00:00,2026-03-02 00:00:00,61264.25,62500,60100,3.92,264.34,59839.6484375,61435.65,59148.0,1.55,-122.09,-126.09,-10256.75,loss,False,"BB_SQ,ATR_C,ADX_L",0.1562,602.9,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L5,5
0,2023-05-25 00:00:00,2023-06-01 00:00:00,43681.4,44800,42600,5.04,131.12,43790.19921875,44498.6,43588.8,0.0,127.01,123.01,5055.45,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.1627,447.65,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
1,2023-06-09 00:00:00,2023-06-16 00:00:00,43989.0,44900,43100,4.09,109.17,43938.1484375,44212.35,43397.5,0.0,106.33,102.33,4124.85,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1328,367.94,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
2,2023-06-26 00:00:00,2023-07-04 00:00:00,43641.05,44600,42700,4.35,105.01,45301.44921875,45655.5,43693.15,2.42,-619.05,-623.05,-28517.25,loss,False,"BB_SQ,ATR_C",0.1373,377.59,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
3,2023-08-17 00:00:00,2023-08-24 00:00:00,43891.35,45100,42700,5.47,127.31,44496.19921875,44949.9,43672.45,0.0,96.09,92.09,3664.05,max_profit,True,"BB_SQ,ATR_C",0.1704,471.02,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
4,2023-09-01 00:00:00,2023-09-08 00:00:00,44436.1,45500,43300,4.95,124.06,45156.3984375,45383.35,44207.25,0.0,55.63,51.63,1843.35,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1566,438.31,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
5,2023-10-06 00:00:00,2023-10-13 00:00:00,44360.6,45500,43200,5.18,129.19,44287.94921875,44710.55,43796.75,0.0,126.27,122.27,5022.15,max_profit,True,"BB_SQ,ATR_C",0.1642,458.74,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
6,2023-11-13 00:00:00,2023-11-21 00:00:00,43891.25,45100,42700,5.47,124.84,43689.1484375,44420.95,43450.05,0.0,120.93,116.93,4781.85,max_profit,True,"BB_SQ,ATR_C",0.1694,468.29,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
7,2024-01-12 00:00:00,2024-01-19 00:00:00,47709.8,49000,46400,5.45,134.28,45701.1484375,48305.4,45430.7,2.03,-570.48,-574.48,-26331.6,loss,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1683,505.82,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
8,2024-02-26 00:00:00,2024-03-04 00:00:00,46576.5,48400,44700,7.94,203.14,47456.1015625,47529.6,45661.75,0.0,154.65,150.65,6299.25,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.25,733.58,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
9,2024-03-14 00:00:00,2024-03-21 00:00:00,46789.95,48400,45200,6.84,173.47,46684.8984375,46990.25,45828.8,0.0,169.6,165.6,6972.0,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2146,632.64,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
10,2024-04-15 00:00:00,2024-04-23 00:00:00,47773.25,49000,46600,5.02,132.93,47970.44921875,48302.7,46579.05,0.04,127.86,123.86,5093.7,partial,False,"BB_SQ,ATR_C",0.1587,477.47,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
11,2024-05-21 00:00:00,2024-05-28 00:00:00,48048.2,49500,46600,6.04,172.27,49142.1484375,49688.85,47435.25,0.39,51.93,47.93,1676.85,partial,False,"BB_SQ,ATR_C,ADX_L",0.1947,589.29,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
12,2024-07-01 00:00:00,2024-07-08 00:00:00,52574.75,54200,50900,6.28,193.59,52425.80078125,53357.7,51996.65,0.0,188.79,184.79,7835.55,max_profit,True,"BB_SQ,ATR_C",0.2015,667.3,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
13,2024-07-16 00:00:00,2024-07-24 00:00:00,52396.8,53900,50900,5.73,173.02,51317.0,52782.75,50784.25,0.22,83.77,79.77,3109.65,partial,False,"BB_SQ,ATR_C,CHOP,RSI_M",0.183,604.06,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
14,2024-08-19 00:00:00,2024-08-26 00:00:00,50368.35,52100,48700,6.75,185.72,51148.1015625,51317.85,50333.35,0.0,150.84,146.84,6127.8,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2124,673.84,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
15,2024-09-03 00:00:00,2024-09-10 00:00:00,51689.1,52800,50600,4.26,113.63,51272.30078125,51636.75,50369.4,0.45,101.85,97.85,3923.25,partial,False,"BB_SQ,ATR_C",0.1315,428.3,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
16,2024-11-11 00:00:00,2024-11-19 00:00:00,51876.75,53700,50100,6.94,208.0,50626.5,52169.05,49904.4,0.38,106.95,102.95,4152.75,partial,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2221,725.92,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
17,2024-12-03 00:00:00,2024-12-10 00:00:00,52695.75,54600,50800,7.21,220.15,53577.69921875,53888.3,52685.15,0.0,173.96,169.96,7168.2,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2309,766.36,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
18,2024-12-18 00:00:00,2024-12-26 00:00:00,52139.55,53700,50500,6.14,184.5,51170.69921875,51789.85,50609.35,0.0,133.2,129.2,5334.0,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1958,643.07,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
19,2025-01-30 00:00:00,2025-02-06 00:00:00,49311.95,51200,47400,7.71,203.78,50382.1015625,50553.35,48906.05,0.0,133.4,129.4,5343.0,max_profit,True,"BB_SQ,ATR_C,CHOP,RSI_M",0.2409,748.24,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
20,2025-02-14 00:00:00,2025-02-21 00:00:00,49099.45,50800,47400,6.92,186.76,48981.19921875,49628.25,48525.6,0.0,182.54,178.54,7554.3,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2181,674.7,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
21,2025-03-06 00:00:00,2025-03-13 00:00:00,48627.7,50100,47200,5.96,171.41,48060.3984375,48709.05,47702.9,0.0,150.78,146.78,6125.1,max_profit,True,"BB_SQ,ATR_C",0.1922,588.67,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
22,2025-05-09 00:00:00,2025-05-16 00:00:00,53595.25,55600,51500,7.65,233.75,55354.8984375,55499.65,54442.3,0.0,-23.62,-27.62,-1722.9,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.2434,821.66,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
23,2025-05-26 00:00:00,2025-06-02 00:00:00,55572.0,57400,53700,6.66,212.46,55903.3984375,55966.3,55037.85,0.0,201.7,197.7,8416.5,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2124,743.6,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
24,2025-06-20 00:00:00,2025-06-27 00:00:00,56252.85,57700,54800,5.16,172.58,57443.8984375,57475.4,55779.25,0.0,18.78,14.78,185.1,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1663,589.41,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
25,2025-07-07 00:00:00,2025-07-14 00:00:00,56949.2,58200,55700,4.39,152.65,56765.3515625,57363.7,56594.25,0.0,147.64,143.64,5983.8,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.1427,511.95,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
26,2025-08-21 00:00:00,2025-08-29 00:00:00,55755.45,57000,54600,4.3,133.85,53655.6484375,55745.0,53606.45,1.78,-796.75,-666.6666666666666,-30000.0,stopped_out,False,"BB_SQ,ATR_C,CHOP,RSI_M",0.1363,478.72,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
27,2025-09-08 00:00:00,2025-09-15 00:00:00,54186.9,55400,53000,4.43,141.47,54887.8515625,55018.7,54079.45,0.0,92.71,88.71,3511.95,max_profit,True,"BB_SQ,ATR_C",0.1425,486.56,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
28,2025-09-23 00:00:00,2025-09-30 00:00:00,55509.75,56500,54500,3.6,113.34,54635.8515625,55511.1,54226.6,0.49,13.92,9.92,-33.6,partial,False,"BB_SQ,ATR_C",0.1142,399.24,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
29,2025-11-25 00:00:00,2025-12-02 00:00:00,58820.3,60000,57600,4.08,141.71,59273.80078125,60114.3,58783.05,0.19,120.57,116.57,4765.65,partial,False,"BB_SQ,ATR_C,ADX_L",0.131,485.28,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
30,2025-12-19 00:00:00,2025-12-29 00:00:00,59069.2,60300,57800,4.23,137.23,58932.3515625,59478.15,58809.55,0.0,134.02,130.02,5370.9,max_profit,True,"BB_SQ,ATR_C,CHOP,ADX_L",0.1329,494.37,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
31,2026-01-12 00:00:00,2026-01-20 00:00:00,59450.5,60500,58400,3.53,135.05,59404.19921875,60235.15,59283.95,0.0,131.39,127.39,5252.55,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1166,436.76,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
32,2026-02-23 00:00:00,2026-03-02 00:00:00,61264.25,62800,59800,4.9,171.51,59839.6484375,61435.65,59148.0,1.06,-47.5,-51.5,-2797.5,loss,False,"BB_SQ,ATR_C,ADX_L",0.1562,602.9,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L3,3
0,2023-05-25 00:00:00,2023-06-01 00:00:00,43681.4,44800,42600,5.04,131.12,43790.19921875,44498.6,43588.8,0.0,127.01,123.01,8425.75,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.1627,447.65,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L5,5
1,2023-06-09 00:00:00,2023-06-16 00:00:00,43989.0,44900,43100,4.09,109.17,43938.1484375,44212.35,43397.5,0.0,106.33,102.33,6874.75,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1328,367.94,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L5,5
2,2023-06-26 00:00:00,2023-07-04 00:00:00,43641.05,44600,42700,4.35,105.01,45301.44921875,45655.5,43693.15,2.42,-619.05,-400.0,-30000.0,stopped_out,False,"BB_SQ,ATR_C",0.1373,377.59,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L5,5
3,2023-08-17 00:00:00,2023-08-24 00:00:00,43891.35,45100,42700,5.47,127.31,44496.19921875,44949.9,43672.45,0.0,96.09,92.09,6106.75,max_profit,True,"BB_SQ,ATR_C",0.1704,471.02,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L5,5
4,2023-09-01 00:00:00,2023-09-08 00:00:00,44436.1,45500,43300,4.95,124.06,45156.3984375,45383.35,44207.25,0.0,55.63,51.63,3072.25,max_profit,True,"BB_SQ,ATR_C,RSI_M",0.1566,438.31,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L5,5
5,2023-10-06 00:00:00,2023-10-13 00:00:00,44360.6,45500,43200,5.18,129.19,44287.94921875,44710.55,43796.75,0.0,126.27,122.27,8370.25,max_profit,True,"BB_SQ,ATR_C",0.1642,458.74,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L5,5
6,2023-11-13 00:00:00,2023-11-21 00:00:00,43891.25,45100,42700,5.47,124.84,43689.1484375,44420.95,43450.05,0.0,120.93,116.93,7969.75,max_profit,True,"BB_SQ,ATR_C",0.1694,468.29,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L5,5
7,2024-01-12 00:00:00,2024-01-19 00:00:00,47709.8,49000,46400,5.45,134.28,45701.1484375,48305.4,45430.7,2.03,-570.48,-400.0,-30000.0,stopped_out,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1683,505.82,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L5,5
8,2024-02-26 00:00:00,2024-03-04 00:00:00,46576.5,48400,44700,7.94,203.14,47456.1015625,47529.6,45661.75,0.0,154.65,150.65,10498.75,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.25,733.58,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L5,5
9,2024-03-14 00:00:00,2024-03-21 00:00:00,46789.95,48400,45200,6.84,173.47,46684.8984375,46990.25,45828.8,0.0,169.6,165.6,11620.0,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2146,632.64,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L5,5
10,2024-04-15 00:00:00,2024-04-23 00:00:00,47773.25,49000,46600,5.02,132.93,47970.44921875,48302.7,46579.05,0.04,127.86,123.86,8489.5,partial,False,"BB_SQ,ATR_C",0.1587,477.47,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L5,5
11,2024-05-21 00:00:00,2024-05-28 00:00:00,48048.2,49500,46600,6.04,172.27,49142.1484375,49688.85,47435.25,0.39,51.93,47.93,2794.75,partial,False,"BB_SQ,ATR_C,ADX_L",0.1947,589.29,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L5,5
12,2024-07-01 00:00:00,2024-07-08 00:00:00,52574.75,54200,50900,6.28,193.59,52425.80078125,53357.7,51996.65,0.0,188.79,184.79,13059.25,max_profit,True,"BB_SQ,ATR_C",0.2015,667.3,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L5,5
13,2024-07-16 00:00:00,2024-07-24 00:00:00,52396.8,53900,50900,5.73,173.02,51317.0,52782.75,50784.25,0.22,83.77,79.77,5182.75,partial,False,"BB_SQ,ATR_C,CHOP,RSI_M",0.183,604.06,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.5_L5,5
